"person_tmdbId","movie_movieId","role"
"30184","1066","Cecil Flintridge"
"3360","1067","Lady Alyce Marshmorton"
"30181","1067","Jerry Halliday"
"109896","1067","Gracie"
"80625","1067","George"
"14868","1068","Finlay"
"77081","1068","Ginny"
"8253","1068","Montgomery"
"10158","1068","Keeley"
"19327","1069","Ann Grayle"
"14965","1069","Helen Grayle"
"4071","1069","Jules Amthor"
"19328","1069","Philip Marlowe"
"3460","1073","Willy Wonka"
"3461","1073","Grandpa Joe"
"3463","1073","Mr. Henry Salt"
"3462","1073","Charlie Bucket"
"7640","1076","The Uncle"
"47398","1076","Mrs. Grose"
"22529","1076","Peter Quint"
"20141","1076","Miss Giddens"
"3092","1077","Luna Schlosser"
"1243","1077","Miles Monroe"
"69884","1077","Dr. Melik"
"41269","1077","Erno Windt"
"1243","1078","Fielding Mellish"
"9565","1078","Nancy"
"68934","1078","General Emilio M. Vargas"
"68935","1078","Yolanda"
"383","1079","Ken Pile"
"8930","1079","Archie Leach"
"8945","1079","Otto"
"8944","1079","Wanda Gershwitz"
"8930","1080","Wise Man #1 / Reg / Jewish Official / First Centurion / Deadly Dirk / Arthur"
"10722","1080","Wise Man #2 / Brian Cohen / Biggus Dickus"
"10713","1080","Mr. Cheeky / Stan 'Loretta' / Harry the Haggler / Culprit Woman / Warris / Intensely Dull Youth / Jailer's Assistant / Otto / Lead Singer Crucifee"
"280","1080","Man Even Further Forward / Revolutionary / Jailer / Blood and Thunder Prophet / Frank / Audience Member / Crucifee"
"5823","1081","Victoria Grant / Count Victor Grezhinski"
"21818","1081","Norma Cassady"
"16896","1081","King Marchand"
"40202","1081","Carroll 'Toddy' Todd"
"94294","1082","Senator Crocker Jarmon"
"19550","1082","John J. McKay"
"1039","1082","Marvin Lucas"
"4135","1082","Bill McKay"
"3151","1083","Prof. Fate"
"2769","1083","Maggie Dubois"
"2314","1083","Max"
"3150","1083","The Great Leslie"
"193","1084","Buck Barrow"
"6451","1084","C. W. Moss"
"6450","1084","Bonnie Parker"
"6449","1084","Clyde Barrow"
"12147","1085","The Old Man"
"69025","1085","The Boy"
"69026","1085","Martin"
"69027","1085","Cafe Proprietor"
"7124","1086","Tony Wendice"
"4070","1086","Margot Wendice"
"5182","1086","Chief Inspector Hubbard"
"7125","1086","Mark Halliday"
"21663","1087","Butterfly's Father"
"1629619","1087",""
"1655439","1087",""
"1318776","1087","Cio-Cio-San"
"722","1088","Frances ""Baby"" Houseman"
"723","1088","Johnny Castle"
"725","1088","Dr. Jake Houseman"
"724","1088","Penny Johnson"
"1037","1089","Mr. White / Larry Dimmick"
"3129","1089","Mr. Orange / Freddy Newandyke"
"147","1089","Mr. Blonde / Vic Vega"
"2969","1089","""Nice Guy"" Eddie Cabot"
"13022","1090","Staff Sergeant Bob Barnes"
"65827","1090","King"
"5293","1090","Sgt. Elias"
"2178","1090","Big Harold"
"37041","1091","Larry Wilson"
"55265","1091","Richard Parker"
"55266","1091","Gwen Saunders"
"55267","1091","Bernie Lomax"
"3392","1092","Det. Nick Curran"
"10478","1092","Dr. Beth Garner"
"4430","1092","Catherine Tramell"
"10477","1092","Gus Moran"
"11805","1093","Robby Krieger"
"5344","1093","Pamela Courson"
"6677","1093","Ray Manzarek"
"5576","1093","Jim Morrison"
"8436","1094","Jude"
"2178","1094","Jody"
"9029","1094","Fergus"
"42566","1094","Maguire"
"1158","1095","Ricky Roma"
"7447","1095","Blake"
"1903","1095","George Aaronow"
"3151","1095","Shelley Levene"
"5064","1096","Zofia ""Sophie"" Zawistowski"
"12688","1096","Stingo"
"135170","1096","Yetta"
"8945","1096","Nathan Landau"
"9979","1097","Keys"
"9978","1097","Michael"
"9976","1097","Elliott"
"62001","1097","Mary"
"81933","1099","'Tiny Tim' Cratchit"
"5832","1099","Ebenezer Scrooge"
"34182","1099","Mrs. Cratchit"
"30234","1099","Bob Cratchit"
"2227","1100","Dr. Claire Lewicki"
"3087","1100","Harry Hogge"
"500","1100","Cole Trickle"
"1811","1100","Tim Dalander"
"5576","1101","Lt. Tom 'Iceman' Kazanski"
"11085","1101","Lt. Nick 'Goose' Bradshaw"
"500","1101","Lt. Pete 'Maverick' Mitchell"
"11084","1101","Charlotte 'Charlie' Blackwood"
"2749","1103","Jim Stark"
"2769","1103","Judy"
"2770","1103","John ""Plato"" Crawford"
"2771","1103","Frank Stark"
"3084","1104","Stanley Kowalski"
"10538","1104","Blanche DuBois"
"9857","1104","Harold Mitchell"
"10539","1104","Stella Kowalski"
"3489","1105","Grace Rhodes"
"58727","1105","Margaret Rhodes"
"102723","1105","James Rhodes"
"8963","1105","June Rhodes"
"20030","1111","Récitant / Narrator (French version) (voice)"
"5470","1111","Narrator (English version) (voice)"
"4520","1112","Sid Dunleavy"
"27858","1112","Jerry"
"118131","1112","Ed the Cop"
"22461","1112","Russell Pataki"
"68122","1113","Frank Peterson"
"2395","1113","Laurel Ayres"
"3265","1113","Donald Fallon"
"1902","1113","Sally Dugan"
"4690","1114","Ray Tempio"
"6588","1114","Clara Tempio"
"2969","1114","Chez Tempio"
"18750","1114","Jean"
"57755","1120","Larry Flynt"
"819","1120","Alan Isaacman"
"18235","1120","Jimmy Flynt"
"7621","1120","Althea Leasure"
"167494","1123","Himself"
"1304441","1123",""
"116341","1123",""
"1304440","1123",""
"6352","1124","Chelsea Thayer Wayne"
"6598","1124","Ethel Thayer"
"4958","1124","Norman Thayer Jr."
"70569","1124","Billy Ray"
"12446","1125","Inspector Clouseau"
"14503","1125","Chief Inspector Dreyfus"
"290","1125","Sir Charles Litton"
"18915","1125","Claudine"
"19131","1126","Polly Cronin"
"16171","1126","Elizabeth 'Lizzie' Cronin"
"14469","1126","Drop Dead Fred"
"21561","1126","Charles"
"228","1127","Virgil 'Bud' Brigman"
"30151","1127","Catfish De Vries"
"2712","1127","Lieutenant Hiram Coffey"
"1161","1127","Lindsey Brigman"
"11783","1128","Mr. Machen"
"7302","1128","Kathy Williams"
"8944","1128","Elizabeth Solley"
"11782","1128","Stevie Wayne"
"9221","1129","President of the United States"
"4078","1129","Police Commissioner Bob Hauk"
"7502","1129","Cabbie"
"6856","1129","Snake Plissken"
"17494","1130","Chris"
"10662","1130","Dr. George Waggner"
"62001","1130","Karen White"
"65404","1130","R. William 'Bill' Neill"
"16927","1131","Jean Cadoret, le bossu, fils de Florette"
"2565","1131","César Soubeyran, le Papet"
"6012","1131","Ugolin Soubeyran, neveu du Papet"
"38351","1131","Aimée Cadoret, épouse de Jean"
"23388","1132","Bernard Olivier, l'instituteur"
"2565","1132","César Soubeyran, le Papet"
"4885","1132","Manon Cadoret"
"6012","1132","Ugolin Soubeyran"
"95189","1133","Andie Norman"
"107368","1133",""
"18892","1135","Pvt. Judy Benjamin - Judy Goodman"
"39015","1135","Capt. Doreen Lewis"
"23346","1135","Henri Alan Tremont"
"5255","1135","Col. Clay Thornbush"
"280","1136","Patsy / Green Knight / Old Man from Scene 24 (Bridgekeeper) / Sir Bors / Animator / Gorilla Hand"
"10713","1136","Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard"
"8930","1136","Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Launcelot the Brave / Taunting French Guard / Tim the Enchanter"
"10722","1136","King Arthur / Voice of God / Middle Head / Hiccoughing Guard"
"2361070","1137",""
"173578","1137","Montgomery 'Monti' Ward"
"1480846","1137","Eigil Vesti"
"1480847","1137","Piglet"
"936520","1145","Narrator (voice)"
"7172","1147","Himself"
"65607","1147","Himself"
"65606","1147","Himself"
"65605","1147","Himself"
"1215088","1148","Gromit (voice)"
"7317","1148","Wallace (voice)"
"38500","1150","Martin Guerre"
"38499","1150","Uncle Pierre Guerre"
"136761","1150","Bertrande de Rols"
"16927","1150","Arnaud de Tihl"
"136797","1151",""
"83882","1151",""
"544286","1151",""
"1320281","1151",""
"14847","1152","Police Sgt. Marty Brennan"
"19400","1152","Police Captain Breen"
"13786","1152","Paul Reeves"
"5403","1152","Roy Martin / Roy Morgan"
"88462","1153","Joseph Emmett ""Joe"" Sullivan"
"14965","1153","Pat Cameron"
"1215925","1153","Ann Martin"
"14502","1153","Fantail"
"88462","1154","Dennis O'Brien / Vannie Harrigan"
"35849","1154","The Schemer"
"94778","1154","Evangeline"
"15620","1154","Tony Genaro / Tony Galvani"
"10257","1161","Maria Matzerath"
"10256","1161","Oskar Matzerath"
"10255","1161","Agnes Matzerath"
"10254","1161","Alfred Matzerath"
"47391","1162",""
"39024","1162","Daniel Tucker"
"19463","1162","Ralph Gurney - 13th Earl of Gurney"
"2707885","1162",""
"40938","1163","Mina Tannenbaum"
"49946","1163",""
"39195","1163","Ethel Benegui"
"66838","1163",""
"24475","1164","Marianne"
"14813","1164","Juliette Jeanson"
"53911","1164","Monsieur Gérard"
"53912","1164","Robert Jeanson"
"2201905","1165","Murdered Wife"
"1089063","1165","Enlisted Man"
"1300945","1165",""
"2201903","1165","Sergeant"
"17141","1167","Tom Turner"
"12133","1167","Rebecca Frazen"
"3208","1167","Gloria McKinney"
"83414","1167","Herman Dooly"
"10447","1168","Janet Harrison"
"58406","1168","Sheriff Jenson"
"15252","1168","Brett Harrison"
"60650","1168","Uncle Ted"
"2556671","1169",""
"929922","1169",""
"504","1171","Bob Roberts"
"4808","1171","Bugs Raplin"
"4566","1171","Lukas Hart III"
"6719","1171","Chet MacGregor"
"70083","1172","Maria Di Vita giovane"
"1014911","1172","Anna"
"52657","1172","Spaccafico"
"119992","1172","Ignazio"
"1977","1173","Richard Borst"
"1367","1173","Michael"
"15735","1173","Georgina Spica"
"5658","1173","Albert Spica"
"24366","1174","lui-même"
"35137","1174","elle-même"
"10500","1174","elle-même"
"21175","1174","Michel Blanc / Patrick Olivier"
"13686","1175","Julie Clapet"
"13687","1175","Clapet (the butcher)"
"13690","1175","Tried to Escape"
"2413","1175","Louison"
"1350","1176","Weronika/Véronique"
"17888","1176","La Tante"
"7109","1176",""
"1149","1176","Le chef d'orchestre"
"8436","1177","Rose Arbuthnot"
"157758","1177","Lottie Wilkins"
"49968","1177",""
"658","1177","Mellersh Wilkins"
"2090","1178","Col. Dax"
"14562","1178","Cpl. Philippe Paris"
"14563","1178","Gen. George Broulard"
"14564","1178","Gen. Paul Mireau"
"3036","1179","Roy Dillon"
"5657","1179","Lilly Dillon"
"516","1179","Myra Langtry"
"109762","1179","Guy in bar"
"13726","1180","Josef Locke"
"42566","1180","Micky O'Neill"
"47615","1180","Nancy Doyle"
"663","1180","Mr. X"
"21259","1181","Michael Atherton"
"55725","1181","Kyle Tapert"
"47884","1181","Wendy"
"21479","1181","Jacob Finch / Narrator"
"5469","1183","Count László de Almásy"
"1137","1183","Hana"
"5293","1183","David Caravaggio"
"5470","1183","Katharine Clifton"
"119950","1184","Tenente Raffaele Montini"
"55912","1184","Sergente Nicola Lo Russo"
"55914","1184","Corrado Noventa"
"106350","1184","Attendente Antonio Farina"
"64039","1185","Sheila Brown"
"18345","1185","Bridget Fagan-Brown"
"41285","1185","Sharon Brown"
"11856","1185","Christy Brown"
"8212","1186","John Mullany"
"13548","1186","Graham Dalton"
"1533","1186","Ann Bishop Mullany"
"1212","1186","Cynthia Bishop"
"1981","1187","Chantelle"
"1581","1187","May-Alice Culhane"
"20765","1187","Nurse Quick"
"9780","1187","Rhonda / Dawn"
"24589","1188","Scott Hastings"
"65011","1188","Shirley Hastings"
"65010","1188","Fran"
"23","1188","Barry Fife"
"1414776","1189","Himself"
"206088","1189","Himself"
"1414777","1189","Himself (Homicide Detective in Dallas)"
"1697857","1189","Herself (Homicide Detective in Dallas)"
"6536","1190","Lola"
"25257","1190","Alma"
"25256","1190","Marina Osorio"
"3131","1190","Ricky"
"1158","1191","Himself"
"3125","1191","Herself"
"116154","1191","Himself"
"116152","1191","Herself"
"2497492","1192",""
"2497475","1192",""
"107840","1192","Herself"
"2497474","1192",""
"7073","1193","Ellis"
"7074","1193","Col. Matterson"
"7075","1193","Dr. John Spivey"
"7076","1193","Miller"
"63208","1194","Anthony 'Man' Stoner"
"11159","1194","Pedro De Pacas"
"4098","1194","Mrs. Tempest Stoner"
"8260","1194","Arnold Stoner"
"2","1196","Luke Skywalker"
"3","1196","Han Solo"
"4","1196","Princess Leia"
"3799","1196","Lando Calrissian"
"14541","1197","Prince Humperdinck"
"2130","1197","Westley"
"13524","1197","Count Tyrone Rugen"
"25503","1197","Inigo Montoya"
"3","1198","Indiana Jones"
"650","1198","Marion Ravenwood"
"652","1198","Dr. René Belloq"
"653","1198","Major Arnold Toht"
"380","1199","Archibald 'Harry' Tuttle"
"378","1199","Sam Lowry"
"65","1199","Mr. M. Kurtzmann"
"381","1199","Mrs. Ida Lowry"
"10205","1200","Lt. Ellen Louise Ripley"
"10206","1200","Rebecca ""Newt"" Jorden"
"2712","1200","Cpl. Dwayne Hicks"
"781","1200","Carter J. Burke"
"3265","1201","Tuco Ramirez"
"190","1201","Blondie"
"5813","1201","Alcoholic Union Captain"
"4078","1201","Sentenza / Angel Eyes"
"53916","1202","Danny the Dealer"
"20766","1202","Withnail"
"10983","1202","Montague Withnail (Uncle Monty)"
"47654","1202","Marwood (I)"
"5248","1203","Juror 3"
"5249","1203","Juror 4"
"1936","1203","Juror 1"
"5247","1203","Juror 2"
"11390","1204","T.E. Lawrence"
"12248","1204","Prince Feisal"
"5401","1204","Auda abu Tayi"
"10018","1204","General Allenby"
"2267","1206","Chief Guard"
"2268","1206","Dim"
"56890","1206","Alexander DeLarge"
"2264","1206","Mr. Alexander"
"8487","1207","Atticus Finch"
"8492","1207","Miss Maude ""Maudie"" Atkinson"
"6838","1207","Sheriff Heck Tate"
"8490","1207","Charles Baker ""Dill"" Harris"
"8349","1208","Captain Benjamin L. Willard"
"3087","1208","Lieutenant Colonel Bill Kilgore"
"8351","1208","Jay 'Chef' Hicks"
"3084","1208","Colonel Walter E. Kurtz"
"4959","1209","Jill McBain"
"4958","1209","Frank"
"4960","1209","Harmonica"
"4765","1209","Manuel 'Cheyenne' Gutiérrez"
"3799","1210","Lando Calrissian"
"4","1210","Princess Leia"
"3","1210","Han Solo"
"2","1210","Luke Skywalker"
"2310","1211","Damiel"
"2311","1211","Cassiel"
"2313","1211","Homer"
"2312","1211","Marion"
"40","1212","Harry Lime"
"7664","1212","Holly Martins"
"12726","1212","Major Calloway"
"15385","1212","Anna Schmidt"
"11477","1213","Henry Hill"
"11478","1213","Karen Hill"
"4517","1213","Tommy DeVito"
"380","1213","James Conway"
"4139","1214","Arthur Koblenz Dallas"
"10205","1214","Lt. Ellen Louise Ripley"
"5048","1214","Samuel Elias Brett"
"5047","1214","Joan Marie Lambert"
"11764","1215","Wiseman"
"6368","1215","Sheila"
"11763","1215","Lord Arthur"
"11357","1215","Ashley 'Ash' J. Williams"
"2165","1216","Johana Baker"
"1003","1216","Enzo Molinari"
"1165","1216","Dr. Laurence"
"1642","1216","Jacques Mayol"
"70134","1217","Saburo Naotora Ichimonji"
"70133","1217","Jiro Masatora Ichimonji"
"70132","1217","Taro Takatora Ichimonji"
"70131","1217","Lord Hidetora Ichimonji"
"67047","1218","Sidney Fung"
"1619","1218","Jeff"
"26784","1218","Insp. Li Ying / Little Eagle"
"67046","1218","Jennie"
"7301","1219","Norman Bates"
"7302","1219","Marion Crane"
"7304","1219","Sam Loomis"
"7303","1219","Lila Crane"
"7171","1220","'Joliet' Jake Blues (as Jake)"
"707","1220","Elwood Blues (as Elwood)"
"7173","1220","Curtis"
"7172","1220","Reverend Cleophus James"
"1158","1221","Don Michael Corleone"
"380","1221","Don Vito Corleone"
"3087","1221","Thomas ""Tom"" Hagen"
"3092","1221","Kay Corleone"
"8654","1222","Pvt. Joker"
"2059","1222","Animal Mother"
"7132","1222","Pvt. Pyle"
"8655","1222","Gny. Sgt. Hartman"
"1215088","1223","Grommit (voice)"
"7317","1223","Wallace (voice)"
"937","1224","Chorus"
"66250","1224","Bedford"
"11181","1224","Henry V"
"47493","1224","Duke Humphrey of Gloucester"
"3999","1225","Wolfgang Amadeus Mozart"
"4000","1225","Constanze Mozart"
"4002","1225","Leopold Mozart"
"1164","1225","Antonio Salieri"
"4165","1226","Sean Thornton"
"4303","1226","Father Peter Lonergan"
"13820","1226","Michaleen Oge Flynn"
"70035","1226","Mary Kate Danaher"
"4512","1227","Maximilian 'Max' Bercovicz"
"380","1227","David 'Noodles' Aaronson"
"4517","1227","Frankie Minaldi"
"4513","1227","Deborah Gelly"
"4517","1228","Joey LaMotta"
"7164","1228","Salvy Batts"
"380","1228","Jake LaMotta"
"14702","1228","Vickie LaMotta"
"1243","1230","Alvy Singer"
"3092","1230","Annie Hall"
"10555","1230","Rob"
"10556","1230","Allison"
"9880","1231","Chuck Yeager"
"228","1231","John Glenn"
"349","1231","Alan Shepard"
"6065","1231","Gordon Cooper"
"8475","1232","Writer"
"1190992","1232","Professor"
"28078","1232","Stalker"
"28079","1232","Stalker's Wife"
"920","1233","Kapitän-Leutnant Heinrich Lehmann-Willenbrock"
"5228","1233","Leutnant Werner"
"5229","1233","Der Leitende / Fritz Grade"
"5230","1233","1WO"
"4135","1234","Johnny Hooker"
"3636","1234","Henry Gondorff"
"8606","1234","Doyle Lonnegan"
"1466","1234","Lt. Wm. Snyder"
"4970","1235","Dame Marjorie ""Maude"" Chardin"
"4971","1235","Harold Parker Chasen"
"19616","1235","Mrs. Chasen"
"4973","1235","Glaucus"
"170991","1236","Jim Slaughter"
"42993","1236","Matthew Slaughter"
"1028998","1236",""
"66496","1236","Maria Coughlin"
"6656","1237","Death"
"6649","1237","Jöns"
"2201","1237","Antonius Block"
"6658","1237","Jof"
"13784","1238","Felix Harper"
"20899","1238","Mac"
"68686","1238","Ben"
"47698","1238","Urquhart"
"1100","1240","The Terminator"
"1818","1240","Lieutenant Ed Traxler"
"2713","1240","Sarah Connor"
"2712","1240","Kyle Reese"
"11335","1241","Uncle Les"
"11332","1241","Lionel Cosgrove"
"11334","1241","Vera Cosgrove"
"11333","1241","Paquita Maria Sanchez"
"4756","1242","Col. Robert Gould Shaw"
"2130","1242","Maj. Cabot Forbes"
"5292","1242","Pvt. Trip"
"192","1242","Sgt. Maj. John Rawlins"
"3037","1243","The Player"
"134249","1243","Tragedian"
"3129","1243","Guildenstern"
"64","1243","Rosencrantz"
"1243","1244","Isaac Davis"
"3092","1244","Mary Wilkie"
"10447","1244","Tracy"
"4776","1244","Yale"
"1241","1245","Bernie Bernbaum"
"4253","1245","Johnny Caspar"
"5168","1245","Tom Reagan"
"4726","1245","Verna Bernbaum"
"569","1246","Todd Anderson"
"2694","1246","Knox Overstreet"
"2692","1246","Neil Perry"
"2157","1246","John Keating"
"10774","1247","Mrs. Robinson"
"9594","1247","Elaine Robinson"
"10775","1247","Mr. Braddock"
"4483","1247","Ben Braddock"
"10017","1248","Ramon Miguel Vargas"
"40","1248","Police Captain Hank Quinlan"
"33747","1248","Police Sergeant Pete Menzies"
"7302","1248","Susan 'Susie' Vargas"
"57299","1249","Coyotte"
"57300","1249","Zap"
"57298","1249","Nikita"
"2170","1249","Rico"
"8252","1250","Cmdr. Shears"
"12248","1250","Col. Nicholson"
"10018","1250","Maj. Warden"
"12249","1250","Col. Saito"
"5682","1251","Luisa Anselmi"
"4959","1251","Claudia"
"5683","1251","Carla"
"5676","1251","Guido Anselmi"
"514","1252","Jake Gittes"
"12295","1252","Lieutenant Lou Escobar"
"6593","1252","Noah Cross"
"6450","1252","Evelyn Cross Mulwray"
"12282","1253","Klaatu, alias Mr. Carpenter"
"10024","1253","Prof. Jacob Barnhardt"
"10609","1253","Tom Stevens"
"1934","1253","Helen Benson"
"4110","1254","Fred C. Dobbs"
"19020","1254","Howard"
"14517","1254","Bob Curtin"
"30303","1254","James Cody"
"61593","1255","Frank"
"61592","1255","Giles"
"61591","1255","Barry"
"61590","1255","Ozzy"
"30014","1256","Bob Roland"
"10799","1256","Chicolini"
"10798","1256","Rufus T. Firefly"
"10800","1256","Pinky"
"87562","1257","Johnny Gasparini"
"15655","1257","Jenny Meyer"
"28010","1257","Al Meyer"
"3036","1257","Lane Meyer"
"514","1258","Jack Torrance"
"10409","1258","Wendy Torrance"
"7077","1258","Dick Hallorann"
"10410","1258","Danny Torrance"
"3034","1259","Teddy Duchamp"
"741","1259","Chris Chambers"
"3033","1259","Gordie Lachance"
"3035","1259","Vern Tessio"
"12324","1260","Inspector Karl Lohmann"
"12323","1260","Elsie Beckmann"
"12322","1260","Frau Beckmann"
"2094","1260","Hans Beckert"
"11750","1261","Jake"
"11751","1261",""
"11357","1261","Ashley 'Ash' J. Williams"
"11749","1261","Annie Knowby"
"13565","1262","Captain Hilts"
"12250","1262","Group Capt. Ramsey ""The SBO"""
"4786","1262","Roger Bartlett"
"16896","1262","Flight Lt. Hendley"
"380","1263","Michael Vronsky"
"47879","1263","Steven Pushkov"
"3096","1263","Stan"
"4690","1263","Nikanor ""Nick"" Chevotarevich"
"1478039","1264","Alba"
"38515","1264","Cynthia Hawkins"
"1977","1264","Gorodish"
"38514","1264","Jules"
"1532","1265","Phil Connors"
"537","1265","Ned Ryerson"
"1534","1265","Larry"
"1533","1265","Rita Hanson"
"190","1266","William Munny"
"193","1266","Little Bill Daggett"
"192","1266","Ned Logan"
"194","1266","English Bob"
"4347","1267","Capt./Maj. Bennett Marco"
"14729","1267","Raymond Shaw"
"7302","1267","Eugenie Rose Chaney"
"14730","1267","Mrs. Iselin"
"2224","1268","Mark Hunter"
"37368","1268","Loretta Creswood"
"32289","1268","Murdock"
"48810","1268","Brian Hunter"
"2638","1269","Mortimer Brewster"
"2670","1269","Elaine Harper Brewster"
"2669","1269","Jonathan Brewster"
"2672","1269","Officer Patrick O'Hara"
"521","1270","Marty McFly"
"1062","1270","Dr. Emmett Brown"
"1063","1270","Lorraine Baines"
"1064","1270","George McFly"
"8534","1271","Evelyn Couch"
"5698","1271","Ninny Threadgoode"
"18248","1271","Ruth Jamison"
"31140","1271","Idgie Threadgoode"
"862","1272","Gen. George S. Patton Jr."
"9857","1272","Gen. Omar N. Bradley"
"40551","1272","Capt. Chester B. Hansen"
"15650","1272","Brig. Gen. Hobart Carver"
"9235","1273","Nicoletta"
"2887","1273","Zack"
"6394","1273","Jack"
"4818","1273","Roberto"
"1681","1274",""
"1679","1274","Tetsuo Shima (voice)"
"1680","1274","Kei (voice)"
"1678","1274","Shôtarô Kaneda (voice)"
"38559","1275","Connor 'The Highlander' MacLeod"
"738","1275","Juan Sanchez Villa-Lobos Ramirez"
"29021","1275","Brenda J. Wyatt"
"6574","1275","Victor 'The Kurgan' Kruger"
"3636","1276","Luke Jackson"
"12950","1276","Dragline"
"13871","1276","Koko"
"19106","1276","Society Red"
"20239","1277",""
"24683","1277","Comte de Guiche"
"16927","1277","Cyrano de Bergerac"
"70182","1277","Roxane"
"3460","1278","Frederick Frankenstein"
"1039","1278","Frankenstein's Monster"
"29802","1278","Igor"
"29803","1278","Elizabeth"
"4800","1279","Victoria Snelling"
"1920","1279","Corky"
"4802","1279","Rock Musician#1"
"4801","1279","Rock Manager"
"643","1280","Song Lian"
"1139069","1280","Chen Zuo Qian"
"64987","1280",""
"64988","1280",""
"13848","1281","Adenoid Hynkel, Dictator of Tomania / A Jewish Barber"
"10924","1281","Garbitsch"
"14029","1281","Commander Schultz"
"14028","1281","Benzino Napaloni, Dictator of Bacteria"
"2106","1282","Mickey Mouse (segment 'The Sorcerer's Apprentice') (voice)"
"1098082","1282","Soloist (segment 'Ave Maria') (singing voice)"
"565402","1282","Narrator - Narrative Introductions"
"233471","1282","Himself - Conductor of The Philadelphia Orchestra"
"4068","1283","Marshal Will Kane"
"3383","1283","Mayor Jonas Henderson"
"4069","1283","Helen Ramírez"
"2177","1283","Deputy Marshal Harvey Pell"
"4110","1284","Philip Marlowe"
"7570","1284","Vivian Sternwood Rutledge"
"2673","1284","Eddie Mars"
"13975","1284","Carmen Sternwood"
"1920","1285","Veronica Sawyer"
"4801","1285","Heather McNamara"
"2224","1285","Jason ""J.D."" Dean"
"19144","1285","Heather Duke"
"20006","1286","Richard Collier"
"290","1286","William Fawcett Robinson"
"7663","1286","Laura Roberts"
"10223","1286","Elise McKenna"
"10017","1287","Judah Ben-Hur"
"10018","1287","Quintus Arrius"
"10020","1287","Messala"
"10019","1287","Esther"
"67860","1288","Heavy Metal Fan"
"67859","1288","Heavy Metal Fan"
"67858","1288","Heavy Metal Fan"
"3026","1288","Marty DiBergi"
"92969","1289","Herself (archive footage) (uncredited)"
"104598","1289","Himself (archive footage) (uncredited)"
"1215120","1289","Himself (archive footage) (uncredited)"
"7036","1290","Keith Nelson"
"4138","1290","Hardy Jenns"
"1063","1290","Amanda Jones"
"31140","1290","Watts"
"3","1291","Indiana Jones"
"738","1291","Professor Henry Jones"
"656","1291","Dr. Marcus Brody"
"739","1291","Dr. Elsa Schneider"
"12446","1292","Chance"
"19550","1292","Benjamin Rand"
"5251","1292","President 'Bobby'"
"4090","1292","Eve Rand"
"11850","1293","Margaret Bourke-White"
"9126","1293","General Dyer"
"11857","1293","Lord Irwin"
"2282","1293","Mahatma Gandhi"
"9128","1295","Franz"
"5313","1295","Sabina"
"1137","1295","Tereza"
"11856","1295","Tomas"
"1283","1296","Lucy Honeychurch"
"10978","1296","Charlotte Bartlett"
"656","1296","Mr. Emerson"
"6104","1296","George Emerson"
"92808","1297","Mitch Taylor"
"2885","1297","Jordan Cochran"
"5576","1297","Chris Knight"
"7676","1297","Prof. Jerry Hathaway"
"71248","1298","Pink's Father"
"71249","1298","Pink's Wife"
"47991","1298","Pink"
"71247","1298","Pink's Mother"
"8975","1299","Sydney Schanberg"
"8976","1299","Dith Pran"
"6949","1299","Alan 'Al' Rockoff, Photographer"
"6104","1299","Jon Swain"
"231318","1300","Saga"
"56391","1300","Ingemar Johansson"
"56392","1300","Ingemar's Uncle Gunnar"
"56393","1300","Ingemar's Mother"
"7633","1301","Commander John J. Adams"
"12310","1301","Lt. 'Doc' Ostrow"
"12308","1301","Dr. Edward Morbius"
"12309","1301","Altaira Morbius"
"11477","1302","""Shoeless"" Joe Jackson"
"23882","1302","Annie Kinsella"
"12930","1302","Karin Kinsella"
"1269","1302","Ray Kinsella"
"3895","1303","Peachy Carnehan"
"738","1303","Daniel Dravot"
"290","1303","Rudyard Kipling"
"11852","1303","Billy Fish"
"4135","1304","Sundance Kid"
"3636","1304","Butch Cassidy"
"9594","1304","Etta Place"
"8260","1304","Percy Garris"
"2630","1305","Jane Henderson"
"5048","1305","Travis Henderson"
"923","1305","Walt Henderson"
"9894","1305","Doctor Ulmer"
"227","1306","Sam Farber, alias Trevor McPhee"
"2312","1306","Claire Tourneur"
"13693","1306","Chico Remy"
"2421212","1306",""
"5344","1307","Sally Albright"
"7904","1307","Harry Burns"
"4","1307","Marie"
"9257","1307","Jess"
"1702766","1310",""
"1702765","1310",""
"83981","1310",""
"1077784","1310",""
"1819","1311","Leslie"
"83187","1311","Clayton"
"16620","1311","Blake"
"130129","1311","Lenny"
"135162","1312","Renee"
"3713","1312","Annunciata"
"23882","1312","Madelyn Stephens"
"3063","1312","Evelyn Stephens"
"8977","1317","The Cowboy"
"6837","1317","Nat Moyer"
"27563","1317","Clara Gelber"
"15531","1317","Midge Carter"
"10205","1320","Lt. Ellen Louise Ripley"
"4391","1320","Jonathan Clemens"
"17764","1320","Leonard Dillon"
"47654","1320","Walter Golic"
"14463","1321","David Kessler"
"2171","1321","Jack Goodman"
"14467","1321","Truck Driver"
"939","1321","Dart Player"
"41274","1322","Jacob Sterling"
"101298","1322","Rusty Sterling"
"64999","1322","Lisa Sterling"
"83459","1322","Andrea Livingston"
"10555","1323","John Baxter"
"41249","1323","Nancy Baxter"
