"movieId","title","url","runtime","revenue","budget","imdbRating","released","countries","languages","plot","imdbVotes","imdbId","year","poster","tmdbId"
"2775","Head On","https://themoviedb.org/movie/13817","104","378667","","6.6","1998-08-13","[""Australia""]","[""English"","" Greek""]","A 19 year old Greek Australian youth struggles with his sexual identity and has one clumsy heterosexual and several homosexual encounters.","3036","0138487","1998","https://image.tmdb.org/t/p/w440_and_h660_face/wkXmLl6S2o5p881GhkmkkLXDLcr.jpg","13817"
"2776","Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo)","https://themoviedb.org/movie/126996","198","","","7.9","2006-09-12","[""Italy""]","[""Italian""]","In 1996, Marcello Mastroianni talks about life as an actor. It's an anecdotal and philosophical memoir, moving from topic to topic, fully conscious of a man ^Óof a certain age^Ô looking ...","183","0119614","1997","https://image.tmdb.org/t/p/w440_and_h660_face/ffRcvOWpRyrs7i2gWsa4WjmrfFS.jpg","126996"
"2779","Heaven Can Wait","https://themoviedb.org/movie/12185","101","","","6.9","1978-06-28","[""USA""]","[""English""]","A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire.","13844","0077663","1978","https://image.tmdb.org/t/p/w440_and_h660_face/syxuo7SXA4QcpLj04C4Hp3pzNhO.jpg","12185"
"2780","Raven, The","https://themoviedb.org/movie/29056","86","1499275","350000","6.7","1963-01-25","[""USA""]","[""English""]","A magician who has been turned into a raven turns to a former sorcerer for help.","7423","0057449","1963","https://image.tmdb.org/t/p/w440_and_h660_face/tt7m22ki1raa0NrvesawJgsQ4Jn.jpg","29056"
"2781","Tingler, The","https://themoviedb.org/movie/26857","82","","250000","6.7","1959-07-29","[""USA""]","[""English"","" American Sign Language""]","Dr. Warren Chapin is a pathologist who regularly conducts autopsies on executed prisoners at the State prison. He has a theory that fear is the result of a creature that inhabits all of us....","4927","0053363","1959","https://image.tmdb.org/t/p/w440_and_h660_face/1PPi599A6TFwUzBbHAbHyMpZdET.jpg","26857"
"2782","Pit and the Pendulum","https://themoviedb.org/movie/28501","80","2000000","200000","7.1","1961-08-12","[""USA""]","[""English""]","In the 16th century, Francis Barnard travels to Spain to clarify the strange circumstances of his sister's death after she had married the son of a cruel Spanish Inquisitor.","8592","0055304","1961","https://image.tmdb.org/t/p/w440_and_h660_face/wNbfxoUeEfqVPrC2Yxv9cpIyJRE.jpg","28501"
"2783","Tomb of Ligeia, The","https://themoviedb.org/movie/29030","82","","","6.6","1965-01-20","[""UK""]","[""English""]","A man's obsession with his dead wife drives a wedge between him and his new bride.","3470","0059821","1964","https://image.tmdb.org/t/p/w440_and_h660_face/yobtx8V4nO4Ly5EMLQOkV0SgLXa.jpg","29030"
"2784","Masque of the Red Death, The","https://themoviedb.org/movie/25319","89","","","7.1","1964-06-24","[""USA"","" UK""]","[""English"","" Latin""]","A European prince terrorizes the local peasantry while using his castle as a refuge against the Red Death plague that stalks the land.","8475","0058333","1964","https://image.tmdb.org/t/p/w440_and_h660_face/pPHVp6XVaSK5Hkbmf7HYdrts9kJ.jpg","25319"
"2786","Haunted Honeymoon","https://themoviedb.org/movie/24103","82","8033397","13000000","5.5","1986-07-25","[""USA""]","[""English""]","Larry Abbot, speaker in the radio horror shows of Manhattan Mystery Theater wants to marry. For the marriage he takes his fiancée home to the castle where he grew up among his eccentric ...","4597","0091178","1986","https://image.tmdb.org/t/p/w440_and_h660_face/baCp0EoRyolxmT7DwDZsqiQyam6.jpg","24103"
"2787","Cat's Eye","https://themoviedb.org/movie/10552","94","","","6.2","1985-04-12","[""USA"","" Netherlands""]","[""English""]","A stray cat is the linking element of three tales of suspense and horror.","16183","0088889","1985","https://image.tmdb.org/t/p/w440_and_h660_face/r22wqjtDUu0bCTioWLZIZKG1NkY.jpg","10552"
"2788","Monty Python's And Now for Something Completely Different","https://themoviedb.org/movie/9267","88","7000","100000","7.7","1972-08-22","[""UK""]","[""English""]","An anthology of Monty Python's best sketches from their 1st & 2nd seasons of their original TV show.","22664","0066765","1971","https://image.tmdb.org/t/p/w440_and_h660_face/ajbdFQLvJTlNu4LnVWGnNMb4mZ8.jpg","9267"
"2789","Damien: Omen II","https://themoviedb.org/movie/10766","107","26518355","6800000","6.3","1978-06-09","[""USA""]","[""English""]","Damien the Antichrist, now thirteen years old, finally learns of his destiny under the guidance of an unholy disciple of Satan. Meanwhile dark forces begin to eliminate all those who suspect the child's true identity.","21390","0077394","1978","https://image.tmdb.org/t/p/w440_and_h660_face/cdWeOABphiRLK3OobCH7cK8jMV5.jpg","10766"
"2790","Final Conflict, The (a.k.a. Omen III: The Final Conflict)","https://themoviedb.org/movie/10768","108","20471382","","5.6","1981-03-20","[""UK"","" USA""]","[""English""]","The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.","13461","0082377","1981","https://image.tmdb.org/t/p/w440_and_h660_face/e4eOyQAKBS6ZpJWCcNldZuoSv9t.jpg","10768"
"2791","Airplane!","https://themoviedb.org/movie/813","88","83453539","3500000","7.8","1980-07-02","[""USA""]","[""English""]","A man afraid to fly must ensure that a plane lands safely after the pilots become sick.","154994","0080339","1980","https://image.tmdb.org/t/p/w440_and_h660_face/hiURvJjCgk0s10urHVCg80TFF11.jpg","813"
"2792","Airplane II: The Sequel","https://themoviedb.org/movie/2665","85","27150534","","6.1","1982-12-10","[""USA""]","[""English""]","A faulty computer causes a passenger space shuttle to head straight for the Sun. Can Ted Striker save the day and get the shuttle back on track--again???","35817","0083530","1982","https://image.tmdb.org/t/p/w440_and_h660_face/lj6N7LIEBK3Tv4ZxyftjPwTTyAi.jpg","2665"
"2793","American Werewolf in Paris, An","https://themoviedb.org/movie/9406","105","26570463","22000000","5.1","1997-12-25","[""UK"","" Netherlands"","" Luxembourg"","" USA"","" France""]","[""English"","" French""]","An American man unwittingly gets involved with French werewolves who have developed a serum allowing them to transform at will.","18841","0118604","1997","https://image.tmdb.org/t/p/w440_and_h660_face/1NUOprbP7LLfKPArLJY7wziUiHT.jpg","9406"
"2794","European Vacation (aka National Lampoon's European Vacation)","https://themoviedb.org/movie/11418","95","49364621","","6.1","1985-07-26","[""USA""]","[""English"","" Italian"","" German"","" French""]","The Griswolds win a vacation tour across Europe where the usual havoc ensues.","41122","0089670","1985","https://image.tmdb.org/t/p/w440_and_h660_face/6AhVFxvDs2WZgfpC0bm2n2mshaa.jpg","11418"
"2795","National Lampoon's Vacation","https://themoviedb.org/movie/11153","98","61399552","15000000","7.4","1983-07-29","[""USA""]","[""English""]","The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.","68138","0085995","1983","https://image.tmdb.org/t/p/w440_and_h660_face/q3DvoqY06yZnRp9faH6uge7n7VP.jpg","11153"
"2796","Funny Farm","https://themoviedb.org/movie/14170","101","25537221","19000000","6.1","1988-06-03","[""USA""]","[""English""]","When Andy and Elizabeth buy a farm in Vermont, they can't imagine the trouble that awaits them. Andy has quit his job as a sports journalist and is planning to use the peace and quiet of ...","14943","0095188","1988","https://image.tmdb.org/t/p/w440_and_h660_face/tW6LGDEZrJpLbvEGkHk51MyQqJC.jpg","14170"
"2797","Big","https://themoviedb.org/movie/2280","104","151927281","18000000","7.3","1988-06-03","[""USA""]","[""English""]","When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body.","148326","0094737","1988","https://image.tmdb.org/t/p/w440_and_h660_face/nTY8Zmv7mpumDfzide6GSrekAgQ.jpg","2280"
"2798","Problem Child","https://themoviedb.org/movie/11077","81","","15000000","5.2","1990-07-27","[""USA""]","[""English""]","A young boy is just short of a monster. He is adopted by a loving man and his wacky wife. The laughs keep coming as the boy pushes them to the limits.","21608","0100419","1990","https://image.tmdb.org/t/p/w440_and_h660_face/me4kJXgZebuz1doS8y4oW8XUAly.jpg","11077"
"2799","Problem Child 2","https://themoviedb.org/movie/28597","90","","","4.5","1991-07-03","[""USA""]","[""English""]","Junior's back in his first adventure since his last! Junior and Ben move to Mortville which seems like the perfect town to live in. The Healys have a nice new house--and Junior get's a cool...","16404","0102719","1991","https://image.tmdb.org/t/p/w440_and_h660_face/npr7j2HuRgvsKrXLIxIiXevTH8A.jpg","28597"
"2800","Little Nemo: Adventures in Slumberland","https://themoviedb.org/movie/22611","85","","","7.2","1992-08-21","[""Japan"","" USA""]","[""English""]","A young boy whose dreams transcend reality is sucked into his own fantasy, which is everything he has dreamed of until he unleashes a century old secret that may not only destroy this ...","5271","0104740","1989","https://image.tmdb.org/t/p/w440_and_h660_face/rhRoHgLNp4Q6oA4ipM9XVUG40gb.jpg","22611"
"2801","Oscar and Lucinda (a.k.a. Oscar & Lucinda)","https://themoviedb.org/movie/39780","132","","","6.7","1997-12-31","[""USA"","" Australia"","" UK""]","[""English"","" French""]","In mid-1800s England, Oscar is a young Anglican priest, a misfit and an outcast, but with the soul of an angel. As a boy, even though from a strict Pentecostal family, he felt God told him ...","5522","0119843","1997","https://image.tmdb.org/t/p/w440_and_h660_face/TfJ3PnaU5LE13pc8ev2vWCIL2D.jpg","39780"
"2802","Tequila Sunrise","https://themoviedb.org/movie/10396","115","","23000000","6.0","1988-12-02","[""USA""]","[""English"","" Spanish""]","Mac Mckussic is an unlikely drug dealer who wants to go straight. His old and best friend Nick Frescia is now a cop who is assigned to investigate and bring him to justice. Mac is very ...","22520","0096244","1988","https://image.tmdb.org/t/p/w440_and_h660_face/8LoG0GL5N5e7zvvXezwwGnUfRHL.jpg","10396"
"2803","Pelican Brief, The","https://themoviedb.org/movie/9944","141","195268056","45000000","6.5","1993-12-17","[""USA""]","[""English""]","A law student uncovers a conspiracy, putting herself and others in danger.","57797","0107798","1993","https://image.tmdb.org/t/p/w440_and_h660_face/1V9B0fk3dh2Af2yUI5mAEETJNNT.jpg","9944"
"2804","Christmas Story, A","https://themoviedb.org/movie/850","94","19294144","","8.1","1983-11-18","[""USA"","" Canada""]","[""English""]","Ralphie has to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect gift for the 1940s.","103904","0085334","1983","https://image.tmdb.org/t/p/w440_and_h660_face/qE5ZcJQA0tSG1KCiy4Fv0W91dS7.jpg","850"
"2805","Mickey Blue Eyes","https://themoviedb.org/movie/10154","102","","","5.8","1999-08-20","[""UK"","" USA""]","[""English""]","An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain favors would be asked of him.","29443","0130121","1999","https://image.tmdb.org/t/p/w440_and_h660_face/gEnKsStQ27P0KCCIGtkYwvFQ0RX.jpg","10154"
"2806","Teaching Mrs. Tingle","https://themoviedb.org/movie/10342","96","8946237","13000000","5.2","1999-08-20","[""USA""]","[""English""]","The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way.","16972","0133046","1999","https://image.tmdb.org/t/p/w440_and_h660_face/o1BMRk2Bv2RdGQjjy2RCe7dMVQV.jpg","10342"
"2807","Universal Soldier: The Return","https://themoviedb.org/movie/10366","83","10667893","45000000","4.1","1999-08-20","[""USA""]","[""English""]","The universal soldiers must fight the whole army. When the military's supercomputer S.E.T.H gets out of control","23829","0176269","1999","https://image.tmdb.org/t/p/w440_and_h660_face/qlcPJK0Me8aUtDPwk3TqN2RdKH4.jpg","10366"
"2808","Universal Soldier","https://themoviedb.org/movie/9349","102","","23000000","6.0","1992-07-10","[""USA""]","[""English""]","Private Luc Deveraux and his sadistic sergeant, Andrew Scott, got killed in Vietnam. The army uses their bodies for a secret project - reanimating dead soldiers as deadly obedient cyborgs. However, their memories come back too.","67387","0105698","1992","https://image.tmdb.org/t/p/w440_and_h660_face/fp0mWrHl1SW9PhP8QcsgYPoVYFc.jpg","9349"
"2809","Love Stinks","https://themoviedb.org/movie/15122","94","","","5.8","1999-09-10","[""USA""]","[""English""]","Seth Winnick has it all: a successful career in television, good friends, and a passionate relationship with beautiful Chelsea. However, when he fails to make a timely marriage proposal, Chelsea tries to make his life hell.","4321","0188863","1999","https://image.tmdb.org/t/p/w440_and_h660_face/srHcbkCyQFfdmqt5rPQMshxp1Yt.jpg","15122"
"2810","Perfect Blue","https://themoviedb.org/movie/10494","81","112536","","7.8","1998-02-28","[""Japan""]","[""Japanese"","" English""]","A retired pop-singer-turned-actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.","25609","0156887","1997","https://image.tmdb.org/t/p/w440_and_h660_face/79vujbsWEbX4dzffBV541QXN6sf.jpg","10494"
"2812","In Too Deep","https://themoviedb.org/movie/22314","95","14011454","7000000","6.1","1999-08-25","[""USA""]","[""English""]","Jeff Cole is a recent graduate of the Cincinnati police academy who dreams of working undercover. His wish is granted and through success is given the task of taking down state-wide crack ...","4448","0160401","1999","https://image.tmdb.org/t/p/w440_and_h660_face/mYteXffai9mmShyGCa4nPhfGCLQ.jpg","22314"
"2815","Iron Eagle","https://themoviedb.org/movie/11037","117","","","5.3","1986-01-17","[""USA"","" Israel"","" Canada""]","[""English""]","When a young daredevil pilot named Doug Masters finds out that his father has been shot down and captured, he has only one thing in mind - attempt a rescue mission with the help of an air force veteran.","10328","0091278","1986","https://image.tmdb.org/t/p/w440_and_h660_face/klzCbY5XOV7jT70G9Axfv6ZkjW1.jpg","11037"
"2816","Iron Eagle II","https://themoviedb.org/movie/11955","105","","","3.5","1988-11-11","[""Canada"","" Israel""]","[""English"","" Russian""]","General Chappy Sinclair assembles a joint U.S.- Soviet strike team to take out a rogue middle eastern nuclear base.","3928","0095382","1988","https://image.tmdb.org/t/p/w440_and_h660_face/yQNq0zbInR0Vx6nWJCEBN4d0pPI.jpg","11955"
"2817","Aces: Iron Eagle III","https://themoviedb.org/movie/2038","98","","","3.4","1992-06-12","[""UK"","" USA""]","[""English""]","Chappy discovers a drug-smuggling scheme at his own air base. It turns out that the lives of some village people in Peru are at stake, and he decides to fly there with ancient airplanes and friends to free them.","2248","0103617","1992","https://image.tmdb.org/t/p/w440_and_h660_face/2KzXWh4AA7bnR3O0TOHpdsWnBby.jpg","2038"
"2819","Three Days of the Condor (3 Days of the Condor)","https://themoviedb.org/movie/11963","117","27476252","","7.5","1975-09-24","[""USA""]","[""English"","" French""]","A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.","33834","0073802","1975","https://image.tmdb.org/t/p/w440_and_h660_face/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg","11963"
"2820","Hamlet","https://themoviedb.org/movie/141489","191","","","7.5","1964-09-23","[""USA""]","[""English""]","The highly successful 1964 Richard Burton Broadway production of Hamlet, deliberately staged in the style of a dress rehearsal, but performed in front of a live audience.","311","0058175","1964","https://image.tmdb.org/t/p/w440_and_h660_face/vDU2qOcFJtgvowJRmgwSjKPis9U.jpg","141489"
"2822","Medicine Man","https://themoviedb.org/movie/9096","106","45500797","40000000","6.0","1992-02-07","[""USA""]","[""English""]","An eccentric scientist working for a large drug company is working on a research project in the Amazon jungle. He sends for a research assistant and a gas chromatograph because he's close ...","17135","0104839","1992","https://image.tmdb.org/t/p/w440_and_h660_face/lkHqtViTG4Zzh7i9rrtHJGTnEUg.jpg","9096"
"2824","On the Ropes","https://themoviedb.org/movie/113273","94","","","7.5","1999-01-22","[""USA""]","[""English""]","The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.","331","0181733","1999","https://image.tmdb.org/t/p/w440_and_h660_face/naEA2Sfd3fJFIM2ooWKmVv3mvW3.jpg","113273"
"2826","13th Warrior, The","https://themoviedb.org/movie/1911","102","61698899","160000000","6.6","1999-08-27","[""USA""]","[""English"","" Latin"","" Swedish"","" Norse"",""  Old"","" Danish""]","A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled on a quest to banish a mysterious threat in a distant Viking land.","99736","0120657","1999","https://image.tmdb.org/t/p/w440_and_h660_face/7pyhR5K1iv67daYw0DfsmsersKA.jpg","1911"
"2827","Astronaut's Wife, The","https://themoviedb.org/movie/2900","109","19598588","75000000","5.3","1999-08-27","[""USA""]","[""English""]","After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were.","44560","0138304","1999","https://image.tmdb.org/t/p/w440_and_h660_face/7pIsm3GmP1CRKEFJmO2dK3i5ah9.jpg","2900"
"2828","Dudley Do-Right","https://themoviedb.org/movie/17709","77","","70000000","3.8","1999-08-27","[""USA""]","[""English""]","Inept Canadian mountie Dudley Do-Right chases after villian Snidely Whiplash and woos girlfriend Nell Fenwick.","7980","0160236","1999","https://image.tmdb.org/t/p/w440_and_h660_face/4LP5BieqdFNlCFjxsvaA3d6hGGd.jpg","17709"
"2829","Muse, The","https://themoviedb.org/movie/37718","97","","","5.6","1999-08-27","[""USA""]","[""English""]","With his career on the skids, a Hollywood screenwriter enlists the aid of a modern day muse, which proves to test his patience.","9133","0164108","1999","https://image.tmdb.org/t/p/w440_and_h660_face/rYOluleGWoXJUgaV3yelNreimbO.jpg","37718"
"2832","Lost Son, The","https://themoviedb.org/movie/30964","102","","","6.6","1999-04-21","[""France"","" UK"","" USA""]","[""English"","" French""]","Xavier Lombard is a world-weary private eye in London, in exile from his native Paris; his best friend is Nathalie, a high-class call girl. He gets a call from an old friend from the Paris ...","1237","0144286","1999","https://image.tmdb.org/t/p/w440_and_h660_face/u0o1rcBNWIw9JGRZDAwFi71bcHz.jpg","30964"
"2835","Chill Factor","https://themoviedb.org/movie/2162","102","11263966","70000000","5.2","1999-09-01","[""USA""]","[""English""]","A new biological chemical weapon that explodes up to temperatures over fifty degrees Fahrenheit, falls into the hands of two men who try to make sure that it doesn't get stolen by a terrorist.","8300","0163579","1999","https://image.tmdb.org/t/p/w440_and_h660_face/alOPXtR6nxMiEvk6zRA9sX6Hbjk.jpg","2162"
"2836","Outside Providence","https://themoviedb.org/movie/14578","96","7292175","7000000","6.4","1999-09-01","[""USA""]","[""English""]","After one too many run ins with the law, a punk teenager from a working class background is sent to prep school by his frustrated dad, and learns a thing or two.","7651","0125971","1999","https://image.tmdb.org/t/p/w440_and_h660_face/r7dZzM5lQt2O68k1y6VtcRHFYXV.jpg","14578"
"2837","Bedrooms & Hallways","https://themoviedb.org/movie/40694","96","","","6.7","1999-04-09","[""UK""]","[""English""]","At the suggestion of a straight friend, gay man Leo joins a men's group, where he causes some upsets by declaring his attraction to one of its members.","2784","0126810","1998","https://image.tmdb.org/t/p/w440_and_h660_face/jRbhbHEJbyeJjcHv3u4T6bE7u9z.jpg","40694"
"2839","West Beirut (West Beyrouth)","https://themoviedb.org/movie/49184","105","","","7.8","1998-10-30","[""France"","" Norway"","" Lebanon"","" Belgium""]","[""Arabic"","" French""]","In April, 1975, civil war breaks out; Beirut is partitioned along a Moslem-Christian line. Tarek is in high school, making Super 8 movies with his friend, Omar. At first the war is a lark: ...","2235","0157183","1998","https://image.tmdb.org/t/p/w440_and_h660_face/3ZHf17gdAe0eAQAZzCTzuuBwEAP.jpg","49184"
"2840","Stigmata","https://themoviedb.org/movie/10307","103","50041732","29000000","6.2","1999-09-10","[""USA""]","[""English"","" Assyrian Neo-Aramaic"","" Portuguese"","" Italian"","" Aramaic""]","When a young woman becomes afflicted by stigmata, a priest is sent to investigate her case, which may have severe ramifications for his faith and for the Catholic Church itself.","53373","0145531","1999","https://image.tmdb.org/t/p/w440_and_h660_face/ppDAteQtC9tJiGeIEmUQ3GaFKA9.jpg","10307"
"2841","Stir of Echoes","https://themoviedb.org/movie/11601","99","21133087","12000000","7.0","1999-09-10","[""USA""]","[""English""]","After being hypnotized by his sister in law, a man begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around him.","61011","0164181","1999","https://image.tmdb.org/t/p/w440_and_h660_face/9CyJ5aYF27cITX1WSUTENeP4wBE.jpg","11601"
"2843","Black Cat, White Cat (Crna macka, beli macor)","https://themoviedb.org/movie/1075","127","","","8.1","1998-06-01","[""Federal Republic of Yugoslavia"","" France"","" Germany"","" Austria"","" Greece""]","[""Romany"","" Serbian"","" Bulgarian""]","Matko is a small time hustler, living by the river Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a ...","39633","0118843","1998","https://image.tmdb.org/t/p/w440_and_h660_face/gGtt1IQUAzEjOPS1xHoC9PDX2VT.jpg","1075"
"2844","Minus Man, The","https://themoviedb.org/movie/21719","111","370668","","6.2","1999-10-08","[""USA""]","[""English""]","A cold-blooded serial killer floats around the country and chooses his victims from people who complain about their lives and indicate a willingness to be killed. His murders are introduced...","5471","0151582","1999","https://image.tmdb.org/t/p/w440_and_h660_face/vrnI5WePtq2iXkcmeYnMrLCpI9B.jpg","21719"
"2845","Whiteboyz","https://themoviedb.org/movie/40879","92","","","5.3","1999-10-08","[""France"","" USA""]","[""English""]","In a virtually all-white Iowa town, Flip daydreams of being a hip-hop star, hanging with Snoop Doggy Dogg and Dr. Dre. He practices in front of a mirror and with his two pals, James and ...","1547","0178988","1999","https://image.tmdb.org/t/p/w440_and_h660_face/k5hHP3JaD6wak6ovkuZL7Ggqzyz.jpg","40879"
"2846","Adventures of Milo and Otis, The (Koneko monogatari)","https://themoviedb.org/movie/47951","76","","","7.2","1989-08-25","[""Japan""]","[""Japanese""]","The adventures of a young cat and a dog as they find themselves accidentally separated and each swept into a hazardous trek.","8322","0097050","1986","https://image.tmdb.org/t/p/w440_and_h660_face/imHIqEfWRZuJ2vLow0UJ9aqjyEO.jpg","47951"
"2847","Only Angels Have Wings","https://themoviedb.org/movie/43832","121","","","7.7","1939-05-15","[""USA""]","[""English"","" Spanish""]","At a remote South American trading port, the manager of an air freight company is forced to risk his pilots' lives in order to win an important contract.","8429","0031762","1939","https://image.tmdb.org/t/p/w440_and_h660_face/7v5ZsdIpK2m9p5nNSg4lcOGkjnI.jpg","43832"
"2848","Othello (Tragedy of Othello: The Moor of Venice, The)","https://themoviedb.org/movie/47697","90","","","7.8","1955-09-12","[""USA"","" Italy"","" Morocco"","" France""]","[""English""]","The general Othello is manipulated into thinking that his new wife Desdemona has been carrying on an affair with one of his officers Michael Cassio when in reality it is all part of the scheme of a bitter lieutenant named Iago.","4965","0045251","1952","https://image.tmdb.org/t/p/w440_and_h660_face/61A7EJqfMsrQO0YWsUWq8gbgbu0.jpg","47697"
"2849","Queens Logic","https://themoviedb.org/movie/49792","100","","","5.9","1991-02-01","[""USA""]","[""English""]","When childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy ...","1284","0102741","1991","https://image.tmdb.org/t/p/w440_and_h660_face/3hFeEhS6xr7f0JUNu5m0okitJai.jpg","49792"
"2850","Public Access","https://themoviedb.org/movie/77064","90","","","5.3","1993-01-01","[""USA""]","[""English""]","Brewster seems to be an almost too perfect example of idyllic small-town America, with everyone living in peace and harmony. So when newcomer Whiley Pritcher starts up his own local cable ...","709","0107895","1993","https://image.tmdb.org/t/p/w440_and_h660_face/tW7FyVZ4dGC2aMACTAi3RnWEdwp.jpg","77064"
"2851","Saturn 3","https://themoviedb.org/movie/19761","","","","","","","","","","0081454","","https://image.tmdb.org/t/p/w440_and_h660_face/zAoLR1azwd8QbglnjWpOwJ4PI6C.jpg","19761"
"2852","Soldier's Story, A","https://themoviedb.org/movie/26522","101","21821347","6000000","7.2","1984-11-02","[""USA""]","[""English""]","An African American officer investigates a murder in a racially charged situation in World War II.","6373","0088146","1984","https://image.tmdb.org/t/p/w440_and_h660_face/aty7kaYU1MK0Io3gDfcno3Iumge.jpg","26522"
"2853","Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror)","https://themoviedb.org/movie/23761","98","","340000","6.5","1976-11-13","[""USA""]","[""English""]","After a young girl is brutally murdered during her first communion, her strange and withdrawn older sister becomes the main suspect.","5414","0076150","1976","https://image.tmdb.org/t/p/w440_and_h660_face/izawwwy80RH7U7YKkdV1OpdPohZ.jpg","23761"
"2855","Nightmares","https://themoviedb.org/movie/42114","99","6670680","","5.7","1983-09-09","[""USA""]","[""English""]","Anthology of four horror tales with a supernatural twist based on urban legends.","1861","0086014","1983","https://image.tmdb.org/t/p/w440_and_h660_face/auxcnlc7cN2EpfkmSXqOgZtyQvN.jpg","42114"
"2856","I Saw What You Did","https://themoviedb.org/movie/28295","82","","","6.2","1965-07-21","[""USA""]","[""English""]","Teenagers Libby and Kit innocently spend an evening doing random crank calls. These calls lead to murderous consequences.","1791","0059297","1965","https://image.tmdb.org/t/p/w440_and_h660_face/3obZ5HhRYJ39t4EOd6TEmhUpXga.jpg","28295"
"2857","Yellow Submarine","https://themoviedb.org/movie/12105","85","","","7.4","1968-11-13","[""UK""]","[""English""]","The Beatles agree to accompany Captain Fred in his Yellow Submarine and go to Pepperland to free it from the music hating Blue Meanies.","18581","0063823","1968","https://image.tmdb.org/t/p/w440_and_h660_face/k9Wdp9YCJNspo8RLeGPSUg7oOoC.jpg","12105"
"2858","American Beauty","https://themoviedb.org/movie/14","122","356296601","15000000","8.4","1999-10-01","[""USA""]","[""English""]","A bored suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.","791371","0169547","1999","https://image.tmdb.org/t/p/w440_and_h660_face/wby9315QzVKdW9BonAefg8jGTTb.jpg","14"
"2859","Stop Making Sense","https://themoviedb.org/movie/24128","88","4978922","1200000","8.5","1984-11-16","[""USA""]","[""English""]","An innovative concert movie for the rock group The Talking Heads.","8010","0088178","1984","https://image.tmdb.org/t/p/w440_and_h660_face/uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg","24128"
"2860","Blue Streak","https://themoviedb.org/movie/11001","93","117758500","65000000","6.3","1999-09-17","[""USA"","" Germany""]","[""English"","" Spanish""]","A former convict poses as a cop to retrieve a diamond he stole years ago.","59336","0181316","1999","https://image.tmdb.org/t/p/w440_and_h660_face/jek2osBtFhzU6Hjj7yp1egOtbqO.jpg","11001"
"2861","For Love of the Game","https://themoviedb.org/movie/10390","137","46112640","50000000","6.5","1999-09-17","[""USA""]","[""English""]","A washed up pitcher flashes through his career.","25445","0126916","1999","https://image.tmdb.org/t/p/w440_and_h660_face/vkeKxoSXE1qMArcFNTNBBH8TjKZ.jpg","10390"
"2862","Caligula","https://themoviedb.org/movie/9453","156","23438120","17500000","5.2","1980-02-15","[""Italy"","" USA""]","[""Italian"","" English""]","Details the graphic and shocking, yet undeniably tragic story of Rome's most infamous Caesar, Gaius Germanicus Caligula.","26685","0080491","1979","https://image.tmdb.org/t/p/w440_and_h660_face/hrlfv70HG6SBjJs1ARZqwou38FI.jpg","9453"
"2863","Hard Day's Night, A","https://themoviedb.org/movie/704","87","12299668","560000","7.7","1964-07-06","[""UK""]","[""English"","" German"","" French""]","A 'typical' day in the life of the Beatles, including many of their famous songs.","30556","0058182","1964","https://image.tmdb.org/t/p/w440_and_h660_face/p0kHz7m64wDzvPLmkUl36pN2IHP.jpg","704"
"2864","Splendor","https://themoviedb.org/movie/35122","93","45703","","5.9","2000-05-12","[""UK"","" USA""]","[""English""]","An average, calm mid-20s girl named Veronica restarts her dead dating life all of the sudden, but with two guys: a sensitive failed writer named Abel and an airheaded drummer named Zed. At ...","2600","0127296","1999","https://image.tmdb.org/t/p/w440_and_h660_face/iw7jkcvUHZwAAhiDpq3p1yXEzXt.jpg","35122"
"2866","Buddy Holly Story, The","https://themoviedb.org/movie/24153","114","14363400","1200000","7.3","1978-11-03","[""USA""]","[""English""]","The story of the life and career of the early rock and roll singer, from his meteoric rise to stardom, to his marriage and untimely death.","6183","0077280","1978","https://image.tmdb.org/t/p/w440_and_h660_face/hQ6mFTlX2c4n7u6aLdQ6pnVXIUv.jpg","24153"
